"가구주교육정도별","가계수지항목별","항목","단위","2002. 1/4","2002. 2/4","2002. 3/4","2002. 4/4","2003. 1/4","2003. 2/4","2003. 3/4","2003. 4/4","2004. 1/4","2004. 2/4","2004. 3/4","2004. 4/4","2005. 1/4","2005. 2/4","2005. 3/4","2005. 4/4","2006. 1/4","2006. 2/4","2006. 3/4","2006. 4/4","2007. 1/4","2007. 2/4","2007. 3/4","2007. 4/4","2008. 1/4","2008. 2/4","2008. 3/4","2008. 4/4","2009. 1/4","2009. 2/4","2009. 3/4","2009. 4/4","2010. 1/4","2010. 2/4","2010. 3/4","2010. 4/4","2011. 1/4","2011. 2/4","2011. 3/4","2011. 4/4","2012. 1/4","2012. 2/4","2012. 3/4","2012. 4/4","2013. 1/4","2013. 2/4","2013. 3/4","2013. 4/4","2014. 1/4","2014. 2/4","2014. 3/4","2014. 4/4","2015. 1/4","2015. 2/4","2015. 3/4","2015. 4/4","2016. 1/4","2016. 2/4","2016. 3/4","2016. 4/4","2017. 1/4","2017. 2/4","2017. 3/4","2017. 4/4","2018. 1/4","2018. 2/4","2018. 3/4","2018. 4/4","2019. 1/4","2019. 2/4","2019. 3/4","2019. 4/4",
"전체 평균","가구원수","전체가구","명","3.446","3.421","3.431","3.415","3.487","3.476","3.464","3.468","3.441","3.425","3.409","3.414","3.4","3.39","3.361","3.355","3.375","3.321","3.308","3.307","3.287","3.292","3.296","3.293","3.344","3.35","3.343","3.359","3.311","3.321","3.316","3.33","3.291","3.303","3.29","3.301","3.27","3.28","3.268","3.277","3.263","3.273","3.261","3.272","3.219","3.241","3.241","3.248","3.189","3.195","3.191","3.202","3.152","3.16","3.148","3.157","3.116","3.12","3.117","3.119","3.081","3.091","3.077","3.09","3.08","3.083","3.08","3.087","3.059","3.069","3.063","3.071",
"전체 평균","가구원수","근로자가구","명","3.486","3.46","3.461","3.464","3.534","3.522","3.509","3.514","3.488","3.458","3.449","3.45","3.442","3.44","3.408","3.412","3.435","3.38","3.379","3.379","3.373","3.362","3.375","3.375","3.441","3.44","3.437","3.447","3.41","3.414","3.414","3.421","3.409","3.393","3.384","3.415","3.375","3.364","3.344","3.365","3.368","3.372","3.366","3.387","3.348","3.35","3.358","3.363","3.317","3.301","3.29","3.305","3.275","3.26","3.246","3.253","3.23","3.237","3.228","3.234","3.206","3.182","3.155","3.174","3.212","3.2","3.183","3.201","3.181","3.183","3.182","3.187",
"전체 평균","가구원수","근로자외가구","명","3.393","3.369","3.392","3.352","3.422","3.407","3.4","3.4","3.372","3.376","3.352","3.359","3.34","3.315","3.293","3.272","3.288","3.232","3.205","3.203","3.167","3.188","3.178","3.172","3.202","3.214","3.202","3.222","3.164","3.184","3.169","3.189","3.121","3.164","3.141","3.129","3.113","3.148","3.147","3.135","3.097","3.108","3.085","3.079","3.011","3.055","3.036","3.046","2.978","3.006","3.016","3.015","2.941","2.981","2.973","2.982","2.929","2.915","2.927","2.924","2.875","2.929","2.943","2.947","2.889","2.909","2.926","2.916","2.882","2.895","2.883","2.892",
"전체 평균","가구주연령","전체가구","세","44.66","44.746","44.991","45.211","44.531","44.488","44.638","44.729","45.137","45.207","45.382","45.873","45.866","46.019","46.245","46.376","46.423","46.55","46.724","46.983","47.225","47.205","47.304","47.558","47.542","47.389","47.511","47.528","47.949","47.946","47.97","47.977","48.046","48.117","48.448","48.452","48.522","48.755","48.731","48.913","49.039","49.118","49.191","49.186","49.466","49.541","49.543","49.645","49.858","49.578","49.698","49.844","50.076","50.313","50.291","50.499","50.827","51.174","51.122","51.163","51.343","51.571","51.752","51.85","52.426","52.59","52.786","52.994","53.199","53.167","53.21","53.341",
"전체 평균","가구주연령","근로자가구","세","41.598","41.565","41.877","42.03","41.848","41.943","42.293","42.258","42.703","42.778","42.879","43.228","43.189","43.499","43.399","43.651","43.697","43.769","43.75","43.996","43.965","43.97","44.064","44.159","43.974","44.2","44.221","44.13","44.283","44.443","44.786","44.915","44.566","45.065","45.332","45.112","44.894","45.584","45.495","45.691","45.489","46.09","46.237","46.009","46.157","46.399","46.376","46.355","46.23","46.329","46.3","46.45","46.132","46.988","47.071","47.251","47.104","47.861","47.846","47.921","47.583","48.549","48.701","48.819","48.273","48.794","49.134","49.17","49.164","49.51","49.517","49.665",
"전체 평균","가구주연령","근로자외가구","세","48.684","48.974","49.082","49.36","48.339","48.288","48.01","48.416","48.704","48.869","48.982","49.764","49.633","49.77","50.382","50.347","50.357","50.765","51.101","51.338","51.769","51.945","52.157","52.578","52.733","52.185","52.478","52.76","53.407","53.151","52.728","52.738","53.08","52.901","53.385","53.527","53.936","53.715","53.862","54.135","54.681","54.142","54.167","54.503","54.787","54.881","55.1","55.409","55.83","55.333","55.741","55.959","56.87","56.281","56.001","56.362","56.987","56.988","56.738","56.64","57.554","56.899","57.016","56.99","58.462","58.298","58.243","58.705","59.02","58.747","58.827","59.028",
"전체 평균","가구분포","전체가구","%","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"전체 평균","가구분포","근로자가구","%","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"전체 평균","가구분포","근로자외가구","%","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"전체 평균","소득","전체가구","원","2591918.273","2551193.939","2638241.229","2586028.285","2663267.433","2637503.815","2760023.864","2786589.581","2846384.142","2789027.944","2941361.734","2896575.492","2989473.595","2903277.971","2993280.567","3006044.801","3129330.137","3031383.089","3099583.776","3219827.45","3302573.528","3148824.186","3341487.21","3339171.95","3531683.732","3392782.859","3575046.032","3463625.437","3524824.163","3326274.524","3484017.724","3565640.38","3775122.32","3583911.761","3703413.039","3649442.854","3913760.919","3761902.636","3946469.46","3936718.685","4178467.128","3993860.465","4187731.197","4137016.546","4237786.066","4076228.5","4302687.209","4209649.24","4442175.114","4186937.003","4422836.634","4287024.361","4549864.851","4304380.372","4439671.991","4334546.595","4590820.518","4342782.31","4464182.705","4335579.529","4665034.493","4380397.883","4581179.418","4472246.321","4854855.751","4619407.901","4843785.54","4685940.148","4917718.814","4802319.662","4983946.28","4880947.296",
"전체 평균","소득","근로자가구","원","2837832.803","2778922.238","2902185.106","2855608.053","2893599.245","2846746.381","3028878.28","3013318.667","3117382.428","2986585.638","3248893.496","3154732.489","3321011.462","3127048.817","3308483.096","3302880.003","3471938.364","3323626.971","3456375.031","3588015.108","3758636.186","3483603.002","3746382.574","3731046.356","4046151.066","3795947.219","4023597.65","3867959.439","4009713.715","3704019.41","3900619.873","3912314.098","4211952.627","3888913.425","4042094.496","3992857.323","4387261.804","4091551.425","4335289.497","4276065.414","4682237.314","4313095.378","4583765.9","4517440.786","4784174.433","4447413.053","4737353.45","4616618.884","4974617.758","4549550.38","4837662.474","4697722.048","5080502.532","4665765.055","4882662.763","4717494.262","5172556.866","4748993.004","4948982.62","4795444.761","5317810.141","4733687.404","5067813.972","4891049.151","5670229.386","5167683.2","5495150.386","5274192.515","5660138.002","5374466.889","5690639.453","5494685.792",
"전체 평균","소득","근로자외가구","원","2268855.961","2248575.076","2291415.966","2234458.194","2336321.945","2325098.985","2373333.659","2448321.518","2449037.488","2491247.962","2499148.221","2516691.948","2522892.254","2570177.859","2535234.654","2573527.726","2634925.624","2588522.923","2574511.422","2682839.921","2666713.851","2658197.386","2735040.235","2760250.729","2783278.474","2786404.443","2897934.994","2841149.958","2803003.715","2764765.914","2861423.848","3026692.154","3143362.959","3105914.736","3166764.338","3127655.433","3207163.83","3246206.997","3329809.374","3386712.515","3377647.951","3464208.128","3520705.623","3500615.917","3359422.936","3445256.708","3539804.879","3496732.638","3565602.783","3544808.423","3685120.583","3547236.501","3635998.819","3655787.387","3654092.767","3643477.242","3628463.952","3629828.289","3633199.878","3558782.103","3586742.754","3757399.29","3741382.204","3762107.911","3669883.667","3795046.232","3870545.929","3807490.92","3846639.426","3929179.944","3909227.085","3931339.454",
"전체 평균","　경상소득","전체가구","원","2442706.708","2432454.741","2515318.635","2477154.077","2556236.786","2545665.788","2674867.863","2687134.357","2712684.365","2708831.086","2831268.772","2794447.426","2844926.347","2797982.139","2902271.207","2881372.674","2948174.288","2918022.297","3011268.039","3065640.293","3139140.696","3044820.22","3224450.882","3186729.676","3373074.129","3271310.205","3455179.544","3337282.355","3331657.524","3214687.694","3378927.624","3423293.269","3559155.406","3453159.899","3601886.558","3534221.094","3731975.107","3628332.395","3840449.177","3828692.751","4010160.822","3854348.406","4057326.332","4018757.391","4077820.774","3958625.283","4164579.121","4084733.283","4251270.458","4068083.665","4274824.595","4156196.163","4356304.02","4146846.842","4301431.626","4205791.077","4399184.453","4226496.047","4360365.07","4235617.205","4461655.95","4261750.736","4496869.764","4389890.122","4812478.041","4579543.938","4797992.923","4650009.545","4894511.982","4780247.021","4967034.096","4860223.167",
"전체 평균","　경상소득","근로자가구","원","2673908.283","2650102.691","2779526.088","2744709.052","2776141.409","2741922.188","2942008.468","2911619.302","2969963.254","2911605.381","3127963.975","3049047.579","3152568.195","3043971.557","3214937.941","3182847.645","3273111.206","3203499.661","3368735.192","3436219.531","3583307.491","3385537.166","3631634.571","3575899.029","3864999.178","3663000.814","3909414.45","3727620.689","3783855.325","3579720.194","3778160.884","3761403.459","4055046.904","3749810.362","3952303.234","3885834.407","4193892.505","3974110.487","4249093.449","4158955.262","4522538.515","4187303.592","4473430.331","4402504.576","4611203.425","4330587.428","4615119.717","4480621.357","4792691.429","4433067.872","4711467.059","4570830.803","4896102.842","4488033.238","4728444.041","4588552.826","4975529.522","4631765.139","4859318.224","4699447.065","5108590.98","4654046.317","4993221.067","4814755.999","5622097.918","5135004.51","5448164.446","5256354.844","5645159.595","5355553.569","5678677.8","5479578.216",
"전체 평균","　경상소득","근로자외가구","원","2138973.068","2143231.244","2168147.03","2128224.603","2244092.215","2252649.654","2290642.613","2352214.435","2335453.544","2403188.088","2404637.624","2419797.854","2411974.457","2431807.975","2447910.261","2442095.015","2479270.55","2485415.969","2485201","2525164.735","2519866.679","2545490.942","2614576.485","2611804.667","2657461.553","2682188.856","2769489.301","2736353.321","2658502.95","2672075.737","2782290.8","2897658.133","2841979.674","2988250.833","3046643.125","2999976.264","3042663.854","3087404.413","3192348.288","3293410.095","3195658.707","3301932.347","3356498.836","3376797.906","3220365.372","3326331.671","3373835.724","3391229.026","3359916.904","3421756.735","3498310.396","3409316.689","3426660.638","3534504.612","3544187.679","3515057.233","3445746.589","3515194.664","3505122.548","3452122.788","3393012.073","3569967.989","3640304.118","3669470.974","3635867.819","3744378.824","3826536.321","3744541.775","3811561.542","3902285.942","3884786.274","3901925.106",
"전체 평균","　　근로소득","전체가구","원","1491801.539","1506981.109","1584536.274","1567653.275","1667339.27","1679362.366","1791477.499","1775821.332","1803983.872","1786275.685","1905375.899","1843973.2","1860475.067","1845752.998","1936107.655","1897813.363","1946971.411","1944511.859","2038367.613","2047536.438","2088164.005","2035469.893","2209829.042","2160220.169","2314479.265","2227845","2392689.977","2296039.506","2288074.036","2188912.483","2307165.72","2321512.513","2391734.454","2311772.407","2472209.449","2397119.311","2539972.913","2439499.915","2623316.983","2585091.783","2744974.029","2616038.773","2819116.347","2762449.168","2802304.442","2696142.574","2915641.66","2829105.31","2947923.216","2811418.688","3002790.922","2910482.001","3061981.038","2853822.161","3001908.687","2945619.4","3075268.523","2905734.879","3046299.122","2927935.086","3085412.235","2903004.023","3104084.594","2956046.281","3271918.884","3091206.84","3280154.382","3185680.143","3303443.9","3257160.731","3463481.109","3397519.803",
"전체 평균","　　근로소득","근로자가구","원","2353233.834","2350595.398","2485262.647","2484563.989","2524231.936","2508308.553","2702362.985","2658805.266","2700885.929","2642506.457","2853585.153","2750266.205","2809047.498","2736647.691","2900620.374","2851549.977","2927711.932","2885418.679","3068675.306","3111612.419","3216929.252","3065673.98","3296881.051","3237797.031","3491842.504","3315991.767","3558745.77","3398550.506","3384686.94","3250789.428","3423245.673","3406961.828","3601514.256","3372856.122","3581409.102","3514379.472","3762940.83","3562719.666","3829845.346","3717818.832","3999549.763","3741445.667","4041714.992","3977106.614","4114317.636","3868147.93","4165346.603","4035876.025","4292652.797","3975272.69","4235918.472","4094276.574","4350179.644","3988925.826","4220179.221","4128803.603","4437699.904","4118370.829","4363299.601","4204860.737","4491432.349","4102232.815","4432636.009","4221398.989","4919270.541","4554856.315","4833436.853","4674032.188","4905178.831","4725484.803","5027221.836","4885408.262",
"전체 평균","　　근로소득","근로자외가구","원","360122.538","385936.434","400971.552","371872.208","451019.261","441723.206","481361.414","458454.997","488916.392","495673.538","541903.897","510343.654","525525.906","519587.744","534497.361","508128.557","531703.181","518681.669","522113.841","495622.57","514397.129","525679.815","581656.777","568301.682","601746.926","591220.388","632470.605","598714.872","655624.721","610458.163","639232.547","634044.002","642108.338","648847.52","714656.616","699542.909","714959.284","682358.539","709789.353","749191.181","750635.474","748842.025","759941.839","730484.114","693137.98","703865.917","722285.635","715122.388","734064.583","750424.894","809827.275","778118.267","843440.982","816601.688","841484.406","810439.031","821421.417","777396.831","788863.122","770971.497","762868.678","788257.317","811370.758","810464.89","877843.77","890530.42","959310.638","963093.75","992639.843","1016387.718","1085387.986","1095382.072",
